time_s;steps;displacement_mm;force_raw;force_N;accel_x;accel_y;accel_z;endstop;step_loss
390.355;1;0.0050;1524;0.338;-2;124;-23;1;0
390.455;1;0.0050;1491;0.331;-3;125;-23;1;0
390.555;2;0.0100;2513;0.557;-2;125;-22;1;0
390.656;2;0.0100;1751;0.388;-2;126;-23;1;0
390.756;3;0.0150;3963;0.879;-1;124;-22;1;0
390.856;4;0.0200;4602;1.020;-1;124;-22;1;0
390.956;4;0.0200;5145;1.141;-1;124;-20;1;0
391.056;5;0.0250;6341;1.406;-2;124;-21;1;0
391.156;6;0.0300;7862;1.743;-2;124;-23;1;0
391.256;6;0.0300;5806;1.287;-2;126;-23;1;0
391.356;7;0.0350;5056;1.121;-1;125;-24;1;0
391.456;8;0.0400;7183;1.592;-2;125;-23;1;0
391.556;8;0.0400;6128;1.359;-2;125;-21;1;0
391.656;9;0.0450;7565;1.677;-2;126;-23;1;0
391.756;10;0.0500;8745;1.939;-1;124;-23;1;0
391.856;10;0.0500;8523;1.890;-2;125;-24;1;0
391.956;11;0.0550;8326;1.846;-2;125;-23;1;0
392.056;12;0.0600;7650;1.696;-1;124;-24;1;0
392.156;12;0.0600;8367;1.855;-1;124;-22;1;0
392.256;13;0.0650;8065;1.788;-2;125;-22;1;0
392.356;14;0.0700;7858;1.742;-1;125;-20;1;0
392.456;14;0.0700;8241;1.827;-2;125;-23;1;0
392.556;15;0.0750;10412;2.308;-2;124;-22;1;0
392.656;16;0.0800;9676;2.145;-2;125;-23;1;0
392.756;16;0.0800;8516;1.888;-1;125;-23;1;0
392.856;17;0.0850;8155;1.808;-1;125;-24;1;0
392.956;18;0.0900;9191;2.038;-3;126;-21;1;0
393.056;18;0.0900;11445;2.537;-2;122;-23;1;0
393.156;19;0.0950;13196;2.926;-2;125;-23;1;0
393.256;20;0.1000;13972;3.098;-2;125;-23;1;0
393.356;20;0.1000;13005;2.883;-3;125;-22;1;0
393.456;21;0.1050;13316;2.952;-2;123;-20;1;0
393.556;22;0.1100;13529;2.999;-1;126;-23;1;0
393.656;22;0.1100;15788;3.500;-1;124;-23;1;0
393.756;23;0.1150;17294;3.834;-2;124;-23;1;0
393.856;24;0.1200;18025;3.996;-1;126;-25;1;0
393.956;24;0.1200;18052;4.002;-1;124;-23;1;0
394.056;25;0.1250;20108;4.458;-1;125;-24;1;0
394.156;26;0.1300;20771;4.605;-2;125;-23;1;0
394.256;26;0.1300;22206;4.923;-2;125;-23;1;0
394.356;27;0.1350;22959;5.090;-2;124;-23;1;0
394.456;28;0.1400;24075;5.337;-1;125;-24;1;0
394.556;28;0.1400;24986;5.539;-2;125;-22;1;0
394.656;29;0.1450;26677;5.914;-3;125;-23;1;0
394.756;30;0.1500;26333;5.838;-3;125;-23;1;0
394.856;30;0.1500;26907;5.965;-2;125;-23;1;0
394.956;31;0.1550;27670;6.134;-2;125;-24;1;0
395.056;32;0.1600;28478;6.314;-2;124;-23;1;0
395.156;32;0.1600;29960;6.642;-2;125;-22;1;0
395.256;33;0.1650;31392;6.960;-1;125;-23;1;0
395.356;34;0.1700;32473;7.199;-2;125;-23;1;0
395.456;34;0.1700;33867;7.508;-1;125;-22;1;0
395.556;35;0.1750;35500;7.870;-2;125;-23;1;0
395.656;36;0.1800;36410;8.072;-1;124;-22;1;0
395.756;36;0.1800;38125;8.452;-2;125;-23;1;0
395.856;37;0.1850;38893;8.623;-2;125;-23;1;0
395.956;38;0.1900;39555;8.769;-2;124;-22;1;0
396.056;38;0.1900;40263;8.926;-2;125;-25;1;0
396.156;39;0.1950;40869;9.061;-2;126;-25;1;0
396.256;40;0.2000;42806;9.490;-2;125;-23;1;0
396.356;40;0.2000;45954;10.188;-1;125;-24;1;0
396.456;41;0.2050;46393;10.285;-2;125;-23;1;0
396.556;42;0.2100;46393;10.285;-1;125;-23;1;0
396.656;42;0.2100;46886;10.395;-1;124;-22;1;0
396.756;43;0.2150;49693;11.017;-2;125;-24;1;0
396.856;44;0.2200;52199;11.573;-2;125;-23;1;0
396.956;44;0.2200;52492;11.637;-2;125;-21;1;0
397.056;45;0.2250;52627;11.667;-1;125;-22;1;0
397.156;46;0.2300;55178;12.233;-1;125;-23;1;0
397.256;46;0.2300;56118;12.441;-2;125;-25;1;0
397.356;47;0.2350;57510;12.750;-1;125;-24;1;0
397.456;48;0.2400;59229;13.131;-2;125;-25;1;0
397.556;48;0.2400;62528;13.862;-1;124;-23;1;0
397.656;49;0.2450;62853;13.935;-1;124;-22;1;0
397.756;50;0.2500;63781;14.140;-1;125;-23;1;0
397.856;50;0.2500;64886;14.385;-2;126;-24;1;0
397.956;51;0.2550;68781;15.249;-1;126;-25;1;0
398.056;52;0.2600;71239;15.794;-2;125;-24;1;0
398.156;52;0.2600;71219;15.789;-1;124;-22;1;0
398.256;53;0.2650;71941;15.949;-3;124;-20;1;0
398.356;54;0.2700;73306;16.252;-2;124;-22;1;0
398.456;54;0.2700;74884;16.602;-2;125;-24;1;0
398.556;55;0.2750;77020;17.075;-2;124;-22;1;0
398.656;56;0.2800;80671;17.885;-1;125;-23;1;0
398.756;56;0.2800;82747;18.345;-1;125;-25;1;0
398.856;57;0.2850;83544;18.522;-2;125;-23;1;0
398.956;58;0.2900;86075;19.083;-2;125;-25;1;0
399.056;58;0.2900;87102;19.311;-2;126;-25;1;0
399.156;59;0.2950;89762;19.900;-2;124;-22;1;0
399.256;60;0.3000;91344;20.251;-1;125;-23;1;0
399.356;60;0.3000;91641;20.317;-1;125;-24;1;0
399.456;61;0.3050;92223;20.446;-2;125;-25;1;0
399.556;62;0.3100;95645;21.204;-2;124;-22;1;0
399.656;62;0.3100;97639;21.647;-2;125;-24;1;0
399.756;63;0.3150;100287;22.234;-2;124;-24;1;0
399.856;64;0.3200;101415;22.484;-1;125;-24;1;0
399.956;64;0.3200;102992;22.833;-1;125;-24;1;0
400.056;65;0.3250;102769;22.784;-2;125;-24;1;0
400.156;66;0.3300;104025;23.062;-2;125;-22;1;0
400.256;66;0.3300;107026;23.728;-1;124;-23;1;0
400.356;67;0.3350;110106;24.411;-2;125;-23;1;0
400.456;68;0.3400;111017;24.612;-1;125;-24;1;0
400.556;68;0.3400;111956;24.821;-1;124;-23;1;0
400.656;69;0.3450;114740;25.438;-1;124;-22;1;0
400.756;70;0.3500;116309;25.786;-2;125;-23;1;0
400.856;70;0.3500;118811;26.340;0;125;-23;1;0
400.956;71;0.3550;120978;26.821;-3;126;-26;1;0
401.056;72;0.3600;121444;26.924;-2;125;-22;1;0
401.156;72;0.3600;123760;27.438;-1;124;-22;1;0
401.256;73;0.3650;125757;27.880;-3;124;-21;1;0
401.356;74;0.3700;127211;28.203;-2;125;-23;1;0
401.456;74;0.3700;128814;28.558;-2;125;-22;1;0
401.556;75;0.3750;131159;29.078;0;125;-23;1;0
401.656;76;0.3800;131843;29.230;-3;125;-24;1;0
401.756;76;0.3800;132882;29.460;-2;125;-24;1;0
401.856;77;0.3850;134367;29.789;-1;124;-22;1;0
401.956;78;0.3900;137461;30.475;-2;125;-22;1;0
402.056;78;0.3900;139275;30.877;-2;125;-22;1;0
402.156;79;0.3950;142098;31.503;-1;124;-22;1;0
402.256;80;0.4000;143796;31.880;-2;125;-21;1;0
402.356;80;0.4000;147093;32.611;-2;124;-21;1;0
402.456;81;0.4050;148232;32.863;-2;125;-24;1;0
402.556;82;0.4100;148137;32.842;-1;125;-22;1;0
402.656;82;0.4100;150459;33.357;-3;124;-23;1;0
402.756;83;0.4150;155577;34.491;-2;124;-22;1;0
402.856;84;0.4200;156416;34.677;-1;126;-24;1;0
402.956;84;0.4200;158189;35.071;-3;125;-23;1;0
403.056;85;0.4250;159729;35.412;-1;124;-23;1;0
403.156;86;0.4300;161187;35.735;-1;125;-24;1;0
403.256;86;0.4300;163535;36.256;-3;125;-23;1;0
403.356;87;0.4350;165642;36.723;-2;126;-25;1;0
403.456;88;0.4400;168519;37.361;-3;125;-25;1;0
403.556;88;0.4400;170370;37.771;-2;126;-24;1;0
403.656;89;0.4450;172112;38.157;-2;125;-24;1;0
403.756;90;0.4500;174779;38.749;-2;125;-24;1;0
403.856;90;0.4500;177301;39.308;-2;126;-25;1;0
403.956;91;0.4550;178851;39.651;-2;124;-23;1;0
404.056;92;0.4600;181229;40.178;-1;124;-23;1;0
404.156;92;0.4600;182771;40.520;-2;125;-24;1;0
404.256;93;0.4650;184174;40.831;-2;125;-23;1;0
404.356;94;0.4700;186097;41.258;-3;125;-23;1;0
404.456;94;0.4700;190724;42.284;-2;126;-25;1;0
404.556;95;0.4750;194170;43.047;-1;124;-24;1;0
404.656;96;0.4800;195703;43.387;-2;126;-24;1;0
404.756;96;0.4800;197534;43.793;-2;124;-22;1;0
404.856;97;0.4850;198081;43.915;-1;125;-24;1;0
404.956;98;0.4900;201286;44.625;-2;124;-24;1;0
405.056;98;0.4900;203747;45.171;-2;126;-24;1;0
405.156;99;0.4950;205400;45.537;-2;125;-23;1;0
405.256;100;0.5000;207191;45.934;-1;124;-22;1;0
405.356;100;0.5000;210058;46.570;-1;124;-22;1;0
405.456;101;0.5050;211253;46.835;-1;125;-21;1;0
405.556;102;0.5100;213096;47.243;-2;125;-22;1;0
405.656;102;0.5100;215856;47.855;-3;125;-23;1;0
405.756;103;0.5150;218157;48.365;0;125;-25;1;0
405.856;104;0.5200;220880;48.969;-3;124;-22;1;0
405.956;104;0.5200;223345;49.516;-3;124;-22;1;0
406.056;105;0.5250;224723;49.821;-2;124;-21;1;0
406.156;106;0.5300;227235;50.378;-1;126;-24;1;0
406.256;106;0.5300;229846;50.957;-1;125;-24;1;0
406.356;107;0.5350;231468;51.316;-2;125;-23;1;0
406.456;108;0.5400;232147;51.467;-2;125;-24;1;0
406.556;108;0.5400;233052;51.668;-3;124;-22;1;0
406.656;109;0.5450;234215;51.925;-2;124;-21;1;0
406.756;110;0.5500;236253;52.377;-1;126;-24;1;0
406.856;110;0.5500;240088;53.228;-2;124;-22;1;0
406.956;111;0.5550;242756;53.819;-1;125;-24;1;0
407.056;112;0.5600;244447;54.194;-1;125;-24;1;0
407.156;112;0.5600;245265;54.375;-1;125;-25;1;0
407.256;113;0.5650;246419;54.631;-2;124;-23;1;0
407.356;114;0.5700;247390;54.846;-2;126;-22;1;0
407.456;114;0.5700;249624;55.342;0;125;-24;1;0
407.556;115;0.5750;251733;55.809;-2;125;-24;1;0
407.656;116;0.5800;257610;57.112;-1;124;-22;1;0
407.756;116;0.5800;258708;57.356;-2;125;-24;1;0
