time_s;steps;displacement_mm;force_raw;force_N;accel_x;accel_y;accel_z;endstop;step_loss
174.660;1;0.0050;-1032;-0.229;0;124;-25;1;0
174.760;1;0.0050;-1172;-0.260;-1;125;-25;1;0
174.860;2;0.0100;-604;-0.134;-1;125;-25;1;0
174.960;3;0.0150;-93;-0.021;-1;125;-24;1;0
175.060;3;0.0150;1242;0.275;-1;125;-24;1;0
175.160;4;0.0200;4251;0.942;-2;125;-25;1;0
175.260;5;0.0250;6037;1.338;-1;124;-25;1;0
175.360;5;0.0250;6242;1.384;-1;125;-24;1;0
175.460;6;0.0300;5807;1.287;-1;124;-25;1;0
175.560;7;0.0350;5921;1.313;-2;125;-24;1;0
175.660;7;0.0350;6446;1.429;-2;125;-25;1;0
175.760;8;0.0400;7759;1.720;-2;125;-25;1;0
175.860;9;0.0450;9575;2.123;-2;125;-25;1;0
175.960;9;0.0450;10878;2.412;-2;125;-25;1;0
176.060;10;0.0500;10751;2.383;-1;125;-25;1;0
176.160;11;0.0550;11663;2.586;-1;125;-25;1;0
176.260;11;0.0550;13187;2.924;-1;124;-25;1;0
176.360;12;0.0600;13812;3.062;0;124;-25;1;0
176.460;13;0.0650;13902;3.082;-1;125;-25;1;0
176.560;13;0.0650;13658;3.028;-2;125;-24;1;0
176.660;14;0.0700;14441;3.202;-1;125;-25;1;0
176.760;15;0.0750;16435;3.644;-2;125;-24;1;0
176.860;15;0.0750;18006;3.992;-1;125;-25;1;0
176.960;16;0.0800;19918;4.416;-1;125;-25;1;0
177.060;17;0.0850;20189;4.476;-1;125;-24;1;0
177.160;17;0.0850;21012;4.658;-1;125;-24;1;0
177.260;18;0.0900;21109;4.680;-1;125;-25;1;0
177.360;19;0.0950;22417;4.970;-1;125;-25;1;0
177.460;19;0.0950;23308;5.167;-2;125;-25;1;0
177.560;20;0.1000;25158;5.578;-1;125;-25;1;0
177.660;21;0.1050;25258;5.600;-2;125;-24;1;0
177.760;21;0.1050;25297;5.608;-2;125;-25;1;0
177.860;22;0.1100;25904;5.743;-1;125;-25;1;0
177.960;23;0.1150;28134;6.237;-1;124;-26;1;0
178.060;23;0.1150;29801;6.607;-1;125;-24;1;0
178.160;24;0.1200;30209;6.697;-1;124;-24;1;0
178.260;25;0.1250;31370;6.955;-2;124;-24;1;0
178.360;25;0.1250;32768;7.265;-2;124;-25;1;0
178.460;26;0.1300;33420;7.409;0;125;-25;1;0
178.560;26;0.1300;35132;7.789;-1;124;-25;1;0
178.660;27;0.1350;37035;8.211;-1;125;-24;1;0
178.760;28;0.1400;37784;8.377;-1;124;-24;1;0
178.860;28;0.1400;39241;8.700;-1;124;-25;1;0
178.960;29;0.1450;40409;8.959;-2;125;-24;1;0
179.060;30;0.1500;41741;9.254;-1;125;-24;1;0
179.160;30;0.1500;42909;9.513;-2;126;-25;1;0
