time_s;steps;displacement_mm;force_raw;force_N;accel_x;accel_y;accel_z;endstop;step_loss
11119.504;1;0.0050;3965;0.879;403;-1;124;1;0
11119.604;3;0.0150;4202;0.932;-2;126;-24;1;0
11119.704;6;0.0300;4102;0.909;-2;124;-22;1;0
11119.804;8;0.0400;10433;2.313;-2;125;-22;1;0
11119.904;11;0.0550;13146;2.914;-2;125;-23;1;0
11120.004;14;0.0700;14715;3.262;-1;125;-23;1;0
11120.104;16;0.0800;17444;3.867;-2;125;-22;1;0
11120.204;19;0.0950;21062;4.669;-2;125;-22;1;0
11120.304;22;0.1100;23796;5.276;-1;125;-22;1;0
11120.404;24;0.1200;27182;6.026;-3;125;-21;1;0
11120.504;27;0.1350;31236;6.925;-1;124;-23;1;0
11120.604;30;0.1500;34995;7.758;-2;125;-23;1;0
11120.704;32;0.1600;43140;9.564;-1;125;-23;1;0
11120.804;35;0.1750;48758;10.810;-2;125;-22;1;0
11120.904;38;0.1900;53768;11.920;-1;124;-21;1;0
11121.004;40;0.2000;59544;13.201;-1;126;-22;1;0
11121.104;43;0.2150;64407;14.279;-1;125;-23;1;0
11121.204;46;0.2300;70496;15.629;-2;125;-22;1;0
11121.304;48;0.2400;76710;17.007;-1;124;-23;1;0
11121.404;51;0.2550;83039;18.410;-1;125;-21;1;0
11121.504;54;0.2700;96838;21.469;-1;125;-21;1;0
11121.604;56;0.2800;104102;23.079;-1;125;-22;1;0
11121.704;59;0.2950;113057;25.065;-1;125;-23;1;0
11121.804;62;0.3100;122174;27.086;-3;125;-22;1;0
11121.904;64;0.3200;130649;28.965;-1;125;-23;1;0
11122.004;67;0.3350;139981;31.034;-1;124;-24;1;0
11122.104;70;0.3500;150283;33.318;-2;126;-22;1;0
11122.204;72;0.3600;159810;35.430;-1;124;-23;1;0
11122.304;75;0.3750;179761;39.853;-1;125;-23;1;0
11122.404;78;0.3900;189537;42.020;-2;126;-23;1;0
11122.504;80;0.4000;199578;44.246;-2;125;-23;1;0
11122.604;83;0.4150;210816;46.738;-1;124;-22;1;0
11122.704;86;0.4300;221704;49.152;-2;125;-22;1;0
11122.804;88;0.4400;232605;51.569;-2;125;-23;1;0
11122.904;91;0.4550;244259;54.152;-1;125;-23;1;0
11123.004;94;0.4700;257340;57.052;-2;124;-22;1;0
11123.104;96;0.4800;279518;61.969;-1;124;-22;1;0
11123.204;99;0.4950;292934;64.943;-2;125;-22;1;0
11123.304;102;0.5100;305148;67.651;-2;125;-22;1;0
11123.404;104;0.5200;318020;70.505;-3;125;-23;1;0
11123.504;107;0.5350;331218;73.431;-2;125;-23;1;0
11123.604;110;0.5500;345187;76.528;-3;124;-22;1;0
11123.704;112;0.5600;358256;79.425;-1;124;-22;1;0
11123.804;115;0.5750;371348;82.328;-1;124;-22;1;0
11123.904;118;0.5900;398990;88.456;-2;125;-23;1;0
11124.004;120;0.6000;412414;91.432;-1;125;-23;1;0
11124.104;123;0.6150;427053;94.678;-2;125;-23;1;0
11124.204;126;0.6300;441334;97.844;-2;125;-22;1;0
11124.304;128;0.6400;455223;100.923;-1;125;-21;1;0
11124.404;131;0.6550;469366;104.058;-1;125;-23;1;0
11124.504;134;0.6700;483757;107.249;-1;125;-22;1;0
11124.604;136;0.6800;497403;110.274;-2;125;-23;1;0
11124.704;139;0.6950;511988;113.508;-1;124;-22;1;0
11124.804;142;0.7100;540010;119.720;-2;124;-22;1;0
11124.904;144;0.7200;553328;122.673;-1;124;-23;1;0
11125.004;147;0.7350;567079;125.721;-1;125;-22;1;0
11125.104;150;0.7500;580247;128.641;-2;124;-21;1;0
11125.204;152;0.7600;592257;131.303;-1;125;-22;1;0
11125.304;155;0.7750;604105;133.930;-2;125;-22;1;0
11125.404;158;0.7900;617499;136.900;-1;125;-21;1;0
11125.504;160;0.8000;629949;139.660;-2;125;-23;1;0
11125.604;163;0.8150;657224;145.707;-2;125;-23;1;0
11125.704;166;0.8300;671821;148.943;-2;125;-22;1;0
11125.804;168;0.8400;686023;152.091;-1;125;-23;1;0
11125.904;171;0.8550;700115;155.215;-2;125;-22;1;0
11126.004;174;0.8700;714655;158.439;-1;125;-23;1;0
11126.104;176;0.8800;728869;161.590;-1;125;-22;1;0
11126.204;179;0.8950;743497;164.833;-1;125;-23;1;0
11126.304;182;0.9100;757603;167.961;-2;125;-23;1;0
11126.404;184;0.9200;785973;174.250;-1;125;-23;1;0
11126.504;187;0.9350;800217;177.408;-2;125;-22;1;0
11126.604;190;0.9500;814448;180.563;-1;124;-23;1;0
11126.704;192;0.9600;828583;183.697;-1;124;-23;1;0
11126.804;195;0.9750;842593;186.803;-1;125;-23;1;0
11126.904;198;0.9900;857216;190.045;-1;125;-24;1;0
11127.004;200;1.0000;872578;193.451;-1;124;-22;1;0
11127.104;203;1.0150;888072;196.886;-1;125;-22;1;0
11127.204;206;1.0300;921755;204.353;-2;125;-23;1;0
11127.304;208;1.0400;937606;207.867;-2;125;-22;1;0
11127.404;211;1.0550;953792;211.456;-2;125;-24;1;0
11127.504;214;1.0700;969344;214.904;-2;125;-23;1;0
11127.604;216;1.0800;984252;218.209;-1;124;-22;1;0
11127.704;219;1.0950;999445;221.577;-1;124;-21;1;0
11127.804;222;1.1100;1014554;224.927;0;124;-22;1;0
11127.904;224;1.1200;1028866;228.100;-2;125;-23;1;0
11128.004;227;1.1350;1058039;234.567;-1;125;-24;1;0
11128.104;230;1.1500;1073124;237.912;-1;124;-22;1;0
11128.204;232;1.1600;1087254;241.044;-2;126;-22;1;0
11128.304;235;1.1750;1102058;244.326;-1;125;-23;1;0
11128.404;238;1.1900;1116965;247.631;-1;125;-22;1;0
11128.504;240;1.2000;1131196;250.786;-2;126;-24;1;0
11128.604;243;1.2150;1146004;254.069;-2;123;-23;1;0
11128.704;246;1.2300;1161996;257.615;-1;124;-22;1;0
11128.804;248;1.2400;1176414;260.811;0;126;-22;1;0
11128.904;251;1.2550;1204242;266.980;-1;124;-22;1;0
11129.004;254;1.2700;1218924;270.235;-2;124;-22;1;0
11129.104;256;1.2800;1233199;273.400;-2;125;-24;1;0
11129.204;259;1.2950;1246868;276.431;-3;125;-23;1;0
11129.304;262;1.3100;1261048;279.574;-2;125;-22;1;0
11129.404;264;1.3200;1275253;282.724;0;124;-21;1;0
11129.504;267;1.3350;1288191;285.592;-2;124;-21;1;0
11129.604;270;1.3500;1301112;288.457;0;125;-22;1;0
11129.704;272;1.3600;1323914;293.512;0;125;-23;1;0
11129.804;275;1.3750;1335130;295.998;-1;124;-22;1;0
11129.904;278;1.3900;1346391;298.495;-2;125;-23;1;0
11130.004;280;1.4000;1357355;300.926;-2;125;-21;1;0
11130.104;283;1.4150;1368895;303.484;-2;124;-22;1;0
