time_s;steps;displacement_mm;force_raw;force_N;accel_x;accel_y;accel_z;endstop;step_loss
657.756;1;0.0050;-1575;-0.349;-1;123;-23;1;0
657.856;3;0.0150;-1502;-0.333;-1;125;-23;1;0
657.956;6;0.0300;-966;-0.214;-3;124;-23;1;0
658.056;8;0.0400;-1674;-0.371;-2;125;-24;1;0
658.156;11;0.0550;-622;-0.138;-2;125;-23;1;0
658.256;14;0.0700;976;0.216;-1;124;-23;1;0
658.356;16;0.0800;2524;0.560;-2;125;-23;1;0
658.456;19;0.0950;5059;1.122;-2;125;-22;1;0
658.556;22;0.1100;7967;1.766;-2;124;-22;1;0
658.656;24;0.1200;12071;2.676;-2;125;-22;1;0
658.756;27;0.1350;15626;3.464;-2;125;-24;1;0
658.856;30;0.1500;18563;4.115;-2;125;-24;1;0
658.956;32;0.1600;21669;4.804;-2;125;-23;1;0
659.056;35;0.1750;24255;5.377;-2;124;-24;1;0
659.156;38;0.1900;27639;6.128;-1;125;-23;1;0
659.256;40;0.2000;36894;8.179;-2;125;-24;1;0
659.356;43;0.2150;41416;9.182;-3;124;-24;1;0
659.456;46;0.2300;45018;9.980;-1;124;-24;1;0
659.556;48;0.2400;48532;10.760;-1;125;-22;1;0
659.656;51;0.2550;55171;12.231;-2;124;-23;1;0
659.756;54;0.2700;61087;13.543;-1;125;-23;1;0
659.856;56;0.2800;65886;14.607;-1;125;-24;1;0
659.956;59;0.2950;71255;15.797;-1;124;-24;1;0
660.056;62;0.3100;84565;18.748;-2;124;-22;1;0
660.156;64;0.3200;91805;20.353;-1;124;-22;1;0
660.256;67;0.3350;98981;21.944;-1;125;-23;1;0
660.356;70;0.3500;106494;23.610;-1;125;-23;1;0
660.456;72;0.3600;113780;25.225;-3;125;-23;1;0
660.556;75;0.3750;120685;26.756;-2;125;-23;1;0
660.656;78;0.3900;128901;28.577;-2;125;-23;1;0
660.756;80;0.4000;135707;30.086;-2;124;-24;1;0
660.856;83;0.4150;151420;33.570;-1;125;-23;1;0
660.956;86;0.4300;161007;35.695;-2;125;-24;1;0
661.056;88;0.4400;169801;37.645;-2;125;-24;1;0
661.156;91;0.4550;177153;39.275;-2;125;-23;1;0
661.256;94;0.4700;186093;41.257;-2;125;-23;1;0
661.356;96;0.4800;195675;43.381;-2;124;-23;1;0
661.456;99;0.4950;206464;45.773;-2;125;-23;1;0
661.556;102;0.5100;217533;48.227;-2;123;-22;1;0
661.656;104;0.5200;227259;50.383;-2;124;-23;1;0
661.756;107;0.5350;250586;55.555;-2;125;-22;1;0
661.856;110;0.5500;261038;57.872;-2;125;-23;1;0
661.956;112;0.5600;271858;60.271;-2;125;-23;1;0
662.056;115;0.5750;283942;62.950;-2;125;-23;1;0
662.156;118;0.5900;295737;65.565;-3;125;-23;1;0
662.256;120;0.6000;306685;67.992;-2;125;-24;1;0
